currency,image_url,material,price,product_type,sizes,styles
USD,https://images.saatchiart.com/saatchi/579123/art/3213862/2283749-GUYMXLSH-7.jpg,Canvas,1560,product,19.7 W x 19.7 H x 2 in,Figurative
USD,https://images.saatchiart.com/saatchi/3083/art/726080/382713-TMHNDWWD-7.jpg,Canvas,2170,product,40 W x 30 H x 1 in,Abstract
USD,https://images.saatchiart.com/saatchi/874734/art/3611762/2681648-TJVYAWVH-7.jpg,Canvas,7450,product,19.7 W x 25.6 H x 0.8 in,"Figurative,Fine Art,Impressionism,Portraiture,Realism"
USD,https://images.saatchiart.com/saatchi/2658/art/3250364/2320251-KMOUBIVC-7.jpg,"Canvas,Wood",5350,product,31.5 W x 31.5 H x 3.1 in,"Fine Art,Figurative,Photorealism,Portraiture"
USD,https://images.saatchiart.com/saatchi/793600/art/4477973/3547813-VEYRNOUG-7.jpg,Canvas,8400,product,40.2 W x 40.2 H x 1.6 in,"Figurative,Folk,Illustration,Pop Art,Portraiture"
USD,https://images.saatchiart.com/saatchi/822884/art/4208315/3278164-NEMBSNNL-7.jpg,Canvas,1820,product,31.9 W x 25.6 H x 0.4 in,Impressionism
USD,https://images.saatchiart.com/saatchi/693863/art/7058777/6128103-SKOWQHXV-7.jpg,Canvas,1180,product,27.6 W x 23.6 H x 0.8 in,"Abstract,Abstract Expressionism,Modern,Minimalism"
USD,https://images.saatchiart.com/saatchi/743547/art/4861737/3931565-OUHJCXZP-7.jpg,Paper,200,product,11.4 W x 9.1 H x 0 in,"Abstract Expressionism,Expressionism,Impressionism"
USD,https://images.saatchiart.com/saatchi/420935/art/2638433/1708326-YEGGUYCZ-7.jpg,"Soft (Yarn, Cotton, Fabric)",710,product,15.7 W x 15.7 H x 0.8 in,Abstract
USD,https://images.saatchiart.com/saatchi/326152/art/2914638/1984531-FMIFRIOK-7.jpg,Canvas,3270,product,39.4 W x 39.4 H x 0.8 in,Figurative
USD,https://images.saatchiart.com/saatchi/781688/art/7778891/6846894-NIBVQCOF-7.jpg,Canvas,4650,product,39.4 W x 53.5 H x 1.5 in,"Abstract Expressionism,Expressionism,Fine Art,Modern,Portraiture"
USD,https://images.saatchiart.com/saatchi/574303/art/7826784/6894682-ZKWNXELF-7.jpg,Canvas,2170,product,37 W x 37 H x 1 in,"Abstract,Abstract Expressionism,Fine Art,Modern"
USD,https://images.saatchiart.com/saatchi/664392/art/7901637/6969323-EVKTUAGR-7.jpg,Canvas,2510,product,47.2 W x 23.6 H x 1.6 in,"Abstract,Abstract Expressionism"
USD,https://images.saatchiart.com/saatchi/746251/art/2541986/1611918-7.jpg,Paper,370,product,13.4 W x 13 H x 0.4 in,"Fine Art,Figurative"
USD,https://images.saatchiart.com/saatchi/709611/art/3537878/2607765-JLSOSVYG-7.jpg,Canvas,3200,product,31.5 W x 47.2 H x 0.8 in,"Figurative,Modern,Portraiture,Abstract"
USD,https://images.saatchiart.com/saatchi/91068/art/3360042/2429929-ZJIZPBBX-7.jpg,Canvas,3170,product,39.4 W x 39.4 H x 1.8 in,"Abstract,Fine Art,Abstract Expressionism"
USD,https://images.saatchiart.com/saatchi/759586/art/3045414/2115307-FXGLWRAO-7.jpg,Canvas,1990,product,27.6 W x 27.6 H x 1 in,"Abstract,Minimalism,Modern,Pop Art,Street Art"
USD,https://images.saatchiart.com/saatchi/298693/art/1630731/823649-7.jpg,Canvas,2210,product,49.2 W x 49.2 H x 0.8 in,Expressionism
USD,https://images.saatchiart.com/saatchi/503607/art/7778505/6846509-PMGSJVDX-7.jpg,Canvas,1000,product,30 W x 21 H x 0.8 in,"Fine Art,Impressionism,Realism"
USD,https://images.saatchiart.com/saatchi/1315055/art/7833281/6901170-NZBZMGQH-7.jpg,Canvas,1040,product,31.5 W x 27.6 H x 0.8 in,"Abstract Expressionism,Expressionism,Modern,Conceptual"
USD,https://images.saatchiart.com/saatchi/416833/art/3046340/2116233-LIYRPDTH-7.jpg,Canvas,2410,product,16 W x 20 H x 0.8 in,"Abstract Expressionism,Portraiture"
USD,https://images.saatchiart.com/saatchi/420605/art/3011432/2081325-JHGWYBFQ-7.jpg,Canvas,3540,product,55.1 W x 47.2 H x 0.8 in,"Expressionism,Impressionism,Realism"
USD,https://images.saatchiart.com/saatchi/30846/art/3086300/2156193-SRJSFPTA-7.jpg,"Canvas,Wood",5450,product,24 W x 24 H x 2 in,"Abstract,Minimalism"
USD,https://images.saatchiart.com/saatchi/48346/art/7766783/6834814-AKHABWFD-7.jpg,Canvas,860,product,8.7 W x 7.1 H x 0.8 in,"Figurative,Fine Art"
USD,https://images.saatchiart.com/saatchi/57954/art/1648009/837454-7.jpg,Paper,3375,product,19.3 W x 15.4 H x 0 in,Abstract
USD,https://images.saatchiart.com/saatchi/295765/art/3968399/3038253-TLAJKIKX-7.jpg,Canvas,3720,product,31.5 W x 31.5 H x 1.2 in,Modern
USD,https://images.saatchiart.com/saatchi/688433/art/3911363/2981242-AELOUTMA-7.jpg,Canvas,3770,product,39.4 W x 31.5 H x 0.8 in,"Realism,Figurative,Fine Art,Surrealism"
USD,https://images.saatchiart.com/saatchi/338603/art/6875985/5945337-VYLWYSIV-7.jpg,"Soft (Yarn, Cotton, Fabric),Wood",1890,product,31.5 W x 31.5 H x 2 in,"Abstract,Minimalism,Modern"
USD,https://images.saatchiart.com/saatchi/743140/art/7533903/6602669-KWARZFWH-7.jpg,Wood,6910,product,74.8 W x 74.8 H x 2.4 in,"Abstract,Conceptual,Minimalism,Modern"
USD,https://images.saatchiart.com/saatchi/337243/art/7431515/6500705-XOJHLIXT-7.jpg,"Canvas,Paper",1280,product,23.6 W x 31.5 H x 1.2 in,"Modern,Expressionism,Figurative,Fine Art,Portraiture"
USD,https://images.saatchiart.com/saatchi/28818/art/7819845/6887754-GQRGSSJZ-7.jpg,Canvas,28000,product,35.4 W x 47.2 H x 0 in,"Conceptual,Pop Art,Street Art"
USD,https://images.saatchiart.com/saatchi/838842/art/7842902/6910775-DPMLMREJ-7.jpg,Canvas,4600,product,45.7 W x 35 H x 0.8 in,"Minimalism,Abstract Expressionism,Abstract,Modern,Fine Art"
USD,https://images.saatchiart.com/saatchi/423889/art/6984787/6054123-ENZHBKSE-7.jpg,Canvas,1030,product,23.6 W x 21.7 H x 1.2 in,"Figurative,Fine Art,Modern,Portraiture,Realism"
USD,https://images.saatchiart.com/saatchi/733440/art/6636787/5706453-ZMDRBKBC-7.jpg,Canvas,3970,product,27.6 W x 39.4 H x 0.8 in,Fine Art
USD,https://images.saatchiart.com/saatchi/686063/art/7345831/6415037-BLPQNCUM-7.jpg,Canvas,1610,product,31.5 W x 31.5 H x 0.6 in,"Abstract,Abstract Expressionism,Expressionism"
USD,https://images.saatchiart.com/saatchi/16607/art/7815741/6883660-DQZUMWHP-7.jpg,Canvas,5350,product,36 W x 48 H x 0.8 in,"Abstract,Conceptual,Minimalism,Modern,Expressionism"
USD,https://images.saatchiart.com/saatchi/282757/art/7602725/6671317-KQEYOVJU-7.jpg,Canvas,2171,product,24 W x 36 H x 0.8 in,"Abstract Expressionism,Expressionism,Figurative"
USD,https://images.saatchiart.com/saatchi/56416/art/7717513/6785648-EOGUCXTF-7.jpg,Canvas,1940,product,48 W x 36.2 H x 0.8 in,"Impressionism,Expressionism"
USD,https://images.saatchiart.com/saatchi/574303/art/7128515/6197837-EDFJBNYU-7.jpg,Canvas,3080,product,36 W x 48 H x 0.7 in,"Abstract Expressionism,Abstract,Fine Art,Expressionism,Modern"
USD,https://images.saatchiart.com/saatchi/809166/art/7824519/6892419-FJABXKXV-7.jpg,Wood,2910,product,36 W x 48 H x 1.5 in,"Portraiture,Modern,Realism,Fine Art,Figurative"
USD,https://images.saatchiart.com/saatchi/554198/art/7818625/6886534-OWPDGNIV-7.jpg,Paper,235,product,4 W x 6 H x 0.8 in,"Portraiture,Figurative,Documentary,Impressionism"
USD,https://images.saatchiart.com/saatchi/313699/art/1812105/959375-MBMTOJPA-7.jpg,Canvas,2210,product,35 W x 51.2 H x 0.8 in,Abstract Expressionism
USD,https://images.saatchiart.com/saatchi/45144/art/3402648/2472535-NSFNYYLI-7.jpg,Canvas,390,product,15.7 W x 23.6 H x 0 in,"Abstract,Abstract Expressionism,Conceptual,Fine Art,Modern"
USD,https://images.saatchiart.com/saatchi/1206/art/3772090/2841974-NGFSBVTQ-7.jpg,Canvas,740,product,20 W x 24 H x 0.5 in,"Figurative,Expressionism,Fine Art,Surrealism"
USD,https://images.saatchiart.com/saatchi/349288/art/3973754/3043608-IAZUMKIL-7.jpg,Canvas,3775,product,31.5 W x 31.5 H x 0.4 in,"Minimalism,Photorealism,Modern,Impressionism,Abstract"
USD,https://images.saatchiart.com/saatchi/403427/art/3460607/2530494-VBGLYHQF-7.jpg,Canvas,4270,product,29.5 W x 39.4 H x 1.4 in,"Art Deco,Abstract Expressionism,Fine Art,Figurative"
USD,https://images.saatchiart.com/saatchi/889067/art/3581781/2651667-RLNKBLFY-7.jpg,Canvas,2270,product,60 W x 40 H x 0.2 in,"Abstract,Expressionism,landscape,gestural,Abstract Expressionism"
USD,https://images.saatchiart.com/saatchi/338603/art/3864675/2934558-LWHVRVPJ-7.jpg,Canvas,1940,product,35 W x 45.7 H x 0.4 in,Abstract
USD,https://images.saatchiart.com/saatchi/781688/art/3619240/2689125-HKHJBQUX-7.jpg,Canvas,4450,product,38.1 W x 57.2 H x 1.2 in,Expressionism
USD,https://images.saatchiart.com/saatchi/83404/art/4151523/3221374-SSWNFCBK-7.jpg,Canvas,3070,product,47.2 W x 35.3 H x 2 in,Figurative
USD,https://images.saatchiart.com/saatchi/3082/art/4941693/4011517-GSMMVEUV-7.jpg,Canvas,3410,product,36 W x 48 H x 1 in,Abstract
USD,https://images.saatchiart.com/saatchi/399524/art/3886527/2956410-XMJKUEGH-7.jpg,Paper,4060,product,106.3 W x 39.4 H x 0.1 in,"Abstract,Fine Art,Modern,Street Art,Abstract Expressionism"
USD,https://images.saatchiart.com/saatchi/555517/art/3463526/2533413-OSMXJHHI-7.jpg,Canvas,3910,product,47.2 W x 47.2 H x 0.8 in,Realism
USD,https://images.saatchiart.com/saatchi/555517/art/5786289/4856089-TMJIFYKD-7.jpg,Canvas,2610,product,47.2 W x 23.6 H x 1.6 in,Abstract
USD,https://images.saatchiart.com/saatchi/427160/art/3786392/2856276-NYPYOFUM-7.jpg,Paper,2410,product,31.5 W x 47.2 H x 0.4 in,"Abstract,Abstract Expressionism,Conceptual,Minimalism"
USD,https://images.saatchiart.com/saatchi/457748/art/3483989/2553876-VAFUDTKF-7.jpg,Paper,400,product,32.3 W x 23.6 H x 0 in,"Realism,Modern,Fine Art,Minimalism,Pop Art"
USD,https://images.saatchiart.com/saatchi/574303/art/7863290/6931119-RMQDDTCB-7.jpg,Canvas,7000,product,69 W x 44 H x 1 in,"Abstract,Expressionism,Fine Art,Modern"
USD,https://images.saatchiart.com/saatchi/4407/art/3707175/2777059-WVKDVAHY-7.jpg,Canvas,1280,product,15 W x 18.1 H x 0.8 in,"Abstract,Conceptual,Expressionism,Impressionism"
USD,https://images.saatchiart.com/saatchi/401106/art/3606912/2676798-OLLLPPDK-7.jpg,Canvas,2570,product,24 W x 18 H x 1 in,Realism
USD,https://images.saatchiart.com/saatchi/283853/art/3507924/2577811-BAHJDMBC-7.jpg,Canvas,2610,product,39.4 W x 39.4 H x 0.8 in,Abstract Expressionism
USD,https://images.saatchiart.com/saatchi/889067/art/4890279/3960107-ITNUFEQC-7.jpg,Canvas,2985,product,61 W x 45 H x 0.2 in,"Abstract,Abstract Expressionism,Documentary,Modern,Fine Art"
USD,https://images.saatchiart.com/saatchi/342989/art/4965197/4035021-YGSCRZZQ-7.jpg,Wood,1300,product,32 W x 16 H x 1.5 in,"abstract,Fine Art,Abstract Expressionism"
USD,https://images.saatchiart.com/saatchi/736969/art/5076599/4146421-QNLWEZXC-7.jpg,Canvas,3510,product,31.5 W x 47.2 H x 0.8 in,"contemporary art,Figurative"
USD,https://images.saatchiart.com/saatchi/350113/art/4893589/3963415-SKEMPAPJ-7.jpg,Canvas,5150,product,48 W x 48 H x 1.5 in,"Abstract,Abstract Expressionism,Expressionism,Fine Art,Modern"
USD,https://images.saatchiart.com/saatchi/314125/art/5119847/4189669-LTLBHUMH-7.jpg,Canvas,15750,product,24 W x 42 H x 0.2 in,"Abstract,Abstract Expressionism,Expressionism,Fine Art"
USD,https://images.saatchiart.com/saatchi/409703/art/6850371/5920001-ORRMFRTK-7.jpg,Canvas,780,product,30 W x 18 H x 1.5 in,"Abstract,Modern"
USD,https://images.saatchiart.com/saatchi/25560/art/7782250/6850248-CIKLRKMK-7.jpg,Paper,310,product,22 W x 30 H x 0.1 in,"Art Deco,Pop Art,Figurative,Modern,Impressionism"
USD,https://images.saatchiart.com/saatchi/705659/art/7781216/6849216-KMTRJTCZ-7.jpg,"Canvas,Wood",2350,product,39.4 W x 15.7 H x 0.6 in,"Abstract,Abstract Expressionism,Impressionism,Modern,Expressionism"
USD,https://images.saatchiart.com/saatchi/1362/art/7572643/6641335-JKQBOGTR-7.jpg,Canvas,2000,product,27.6 W x 19.7 H x 0.8 in,"Fine Art,Impressionism,Realism,Modern,Abstract"
USD,https://images.saatchiart.com/saatchi/350258/art/7762715/6830764-XTTMEZKR-7.jpg,Canvas,1760,product,21.3 W x 25.6 H x 0.8 in,"Fine Art,Modern,Surrealism,Realism"
USD,https://images.saatchiart.com/saatchi/414227/art/7850650/6918510-MSKXYMYU-7.jpg,Canvas,3800,product,35.4 W x 39.4 H x 1.6 in,"Conceptual,Abstract Expressionism"
USD,https://images.saatchiart.com/saatchi/124658/art/7793863/6861838-DFYERHJG-7.jpg,Canvas,3470,product,53.1 W x 66.9 H x 0.8 in,"Expressionism,Modern,Realism,Surrealism"
USD,https://images.saatchiart.com/saatchi/800489/art/2855183/1925076-EBYQHYLG-7.jpg,Canvas,3520,product,39.4 W x 39.4 H x 1 in,Impressionism
USD,https://images.saatchiart.com/saatchi/91068/art/6993325/6062661-ZHSWAPPP-7.jpg,Canvas,2990,product,39.4 W x 39.4 H x 1.6 in,"Abstract,Abstract Expressionism"
USD,https://images.saatchiart.com/saatchi/324530/art/2256015/1331226-YECBWPLD-7.jpg,Plastic,3595,product,51.6 W x 37.4 H x 0.1 in,Street Art
USD,https://images.saatchiart.com/saatchi/994287/art/7210755/6279983-GFDGUDML-7.jpg,Canvas,1070,product,20 W x 20 H x 2 in,"Abstract,Abstract Expressionism,Expressionism,Impressionism,Modern"
USD,https://images.saatchiart.com/saatchi/80346/art/7863201/6931030-UOJZUGPL-7.jpg,Wood,9950,product,36 W x 48 H x 2 in,"Figurative,Fine Art,Conceptual,Illustration,Realism"
USD,https://images.saatchiart.com/saatchi/688716/art/7794165/6862140-LFXPYJXS-7.jpg,Paper,900,product,44 W x 30 H x 0.1 in,"Abstract,Abstract Expressionism,Pop Art,Modern,Minimalism"
USD,https://images.saatchiart.com/saatchi/80257/art/7642879/6711385-ZOJMXBFJ-7.jpg,Canvas,1260,product,24 W x 35.8 H x 1.2 in,"Figurative,Expressionism,Fine Art,Portraiture"
USD,https://images.saatchiart.com/saatchi/326909/art/7370051/6439257-HUKMZEZN-7.jpg,Canvas,2360,product,24 W x 24 H x 1 in,"Abstract,Minimalism,Modern"
USD,https://images.saatchiart.com/saatchi/715360/art/7757348/6825420-XATDEYXX-7.jpg,Canvas,15150,product,40 W x 30 H x 2 in,"Impressionism,Expressionism,Fine Art"
USD,https://images.saatchiart.com/saatchi/736652/art/7540011/6608763-LEZKPGMG-7.jpg,Paper,1040,product,15.7 W x 19.7 H x 0 in,"Abstract Expressionism,Abstract,Minimalism,Modern"
USD,https://images.saatchiart.com/saatchi/45266/art/7744796/6812885-IOLNONVM-7.jpg,Canvas,2170,product,30 W x 30 H x 1.5 in,"Art Deco,Abstract,Abstract Expressionism,Fine Art,Pop Art"
USD,https://images.saatchiart.com/saatchi/401106/art/2303919/1379061-WDVQCPVF-7.jpg,Canvas,2810,product,24 W x 20 H x 1 in,Expressionism
USD,https://images.saatchiart.com/saatchi/436778/art/7880385/6948152-RAAVNTUW-7.jpg,Canvas,1410,product,40 W x 48 H x 1.2 in,"Conceptual,Portraiture"
